station_id,reading_time,ghi_wm2,dni_wm2,dhi_wm2,ambient_temp,temp_unit,wind_speed_ms,relative_humidity_pct,barometric_pressure_hpa,solar_zenith_angle_deg,cloud_opacity_pct,precipitation_mm
WS-North,2025-05-03 21:30:00,12.41,0.035,10.337,24.27,C,4.895,46.25,1015.85,42.541,41.68,0.041
WS-North,2025-05-03 21:45:00,0.693,3.555,9.575,20.6,C,12.821,80.38,1017.04,34.38,62.63,0.003
WS-North,2025-05-03 22:00:00,5.392,4.291,3.774,17.54,C,16.13,78.69,1012.92,63.657,0.0,0.101
WS-North,2025-05-03 22:15:00,3.46,1.029,2.443,25.19,C,0.696,74.31,1010.34,20.645,23.47,0.456
WS-North,2025-05-03 22:30:00,4.708,1.1,1.527,15.9,C,6.551,68.38,1010.15,32.281,50.49,0.311
WS-North,2025-05-03 22:45:00,8.562,2.086,6.736,19.15,C,1.968,49.74,1005.92,19.578,11.01,0.077
WS-North,2025-05-03 23:00:00,6.257,6.077,8.716,15.6,C,2.78,69.4,1010.77,27.146,13.2,0.342
WS-North,2025-05-03 23:15:00,9.695,3.857,0.517,21.75,C,10.26,52.61,1002.62,48.037,17.66,0.349
WS-North,2025-05-03 23:30:00,0.44,0.175,1.685,18.94,C,9.007,78.27,1016.58,84.656,54.35,0.965
WS-North,2025-05-03 23:45:00,3.114,3.802,10.765,23.13,C,6.12,31.15,1022.54,68.496,3.51,0.343
WS-North,2025-05-04 00:00:00,9.531,0.747,3.101,20.42,C,3.636,54.82,1012.3,69.788,43.3,0.266
WS-North,2025-05-04 00:15:00,0.103,3.249,1.012,16.2,C,1.606,34.47,1003.66,46.899,42.0,0.457
WS-North,2025-05-04 00:30:00,2.512,0.454,4.862,19.79,C,5.228,53.47,1008.71,28.954,51.85,0.212
WS-North,2025-05-04 00:45:00,1.38,0.6,9.461,16.7,C,14.334,46.47,1022.08,31.509,36.15,0.062
WS-North,2025-05-04 01:00:00,10.894,0.293,4.551,20.39,C,3.628,19.56,1025.47,43.287,24.1,0.273
WS-North,2025-05-04 01:15:00,11.34,10.03,4.953,20.68,C,8.322,38.94,1008.01,23.033,23.13,0.033
WS-North,2025-05-04 01:30:00,7.981,0.929,2.838,21.1,C,3.646,76.12,1008.5,33.539,57.85,0.189
WS-North,2025-05-04 01:45:00,9.672,2.364,1.057,20.45,C,13.9,64.94,1011.44,38.077,20.0,1.033
WS-North,2025-05-04 02:00:00,1.165,1.1,8.404,22.58,C,2.93,36.93,1013.25,65.863,60.26,0.453
WS-North,2025-05-04 02:15:00,10.438,4.853,3.73,17.57,C,23.187,50.15,1002.0,83.75,59.05,0.369
WS-North,2025-05-04 02:30:00,17.7,5.376,5.754,15.98,C,4.064,72.3,1004.38,15.33,34.3,0.08
WS-North,2025-05-04 02:45:00,2.465,2.202,10.381,17.57,C,4.503,47.68,1008.95,53.685,29.75,0.022
WS-North,2025-05-04 03:00:00,5.004,5.649,7.8,18.27,C,1.443,39.68,1010.71,25.022,44.09,0.12
WS-North,2025-05-04 03:15:00,4.2,7.816,0.669,19.44,C,4.423,58.43,1017.09,83.102,45.71,0.188
WS-North,2025-05-04 03:30:00,6.544,1.4,4.236,15.64,C,1.99,60.45,1004.31,53.214,42.48,0.036
WS-North,2025-05-04 03:45:00,19.927,2.227,4.088,18.93,C,3.142,64.07,1013.62,67.072,31.22,0.121
WS-North,2025-05-04 04:00:00,7.444,0.036,0.178,24.68,C,5.181,47.66,1017.18,59.172,24.7,0.029
WS-North,2025-05-04 04:15:00,10.786,1.172,2.027,18.92,C,7.29,25.03,1010.63,16.115,47.41,0.038
WS-North,2025-05-04 04:30:00,0.187,4.26,0.708,18.38,C,5.987,39.61,1011.09,23.469,30.94,0.252
WS-North,2025-05-04 04:45:00,3.774,0.107,1.721,18.68,C,5.905,60.8,1016.49,60.307,36.22,0.076
WS-North,2025-05-04 05:00:00,5.568,4.455,1.708,20.02,C,1.44,59.78,1033.62,20.256,46.88,0.658
WS-North,2025-05-04 05:15:00,6.814,3.196,5.85,19.32,C,3.213,70.12,1024.7,37.587,23.42,0.082
WS-North,2025-05-04 05:30:00,3.789,1.372,3.118,19.7,C,5.898,72.27,1018.66,42.171,32.05,0.746
WS-North,2025-05-04 05:45:00,77.305,60.843,32.946,20.27,C,6.409,63.87,1019.27,46.756,58.67,0.052
WS-North,2025-05-04 06:00:00,121.639,79.349,52.082,20.51,C,8.694,48.14,1008.36,50.289,73.75,0.183
WS-North,2025-05-04 06:15:00,150.781,116.008,51.134,23.59,C,6.234,24.73,1021.85,49.994,35.83,0.008
WS-North,2025-05-04 06:30:00,247.343,186.168,93.315,23.08,C,4.091,63.01,1017.45,78.668,0.0,0.056
WS-North,2025-05-04 06:45:00,307.878,261.153,95.122,22.5,C,6.573,52.63,1019.65,28.378,45.59,0.19
WS-North,2025-05-04 07:00:00,286.174,198.556,124.973,21.57,C,13.954,41.81,1025.01,10.691,37.05,0.303
WS-North,2025-05-04 07:15:00,391.295,317.205,149.75,26.58,C,5.483,77.99,1013.11,17.822,67.42,0.07
WS-North,2025-05-04 07:30:00,468.316,356.231,164.035,27.66,C,7.672,52.18,1014.46,13.064,35.69,0.103
WS-North,2025-05-04 07:45:00,461.316,377.921,166.73,27.49,C,19.218,60.41,1004.6,78.894,21.12,0.045
WS-North,2025-05-04 08:00:00,279.468,230.343,76.726,30.63,C,10.72,32.87,1012.49,36.924,29.88,0.167
WS-North,2025-05-04 08:15:00,338.249,246.591,149.47,30.13,C,9.622,36.94,1008.19,73.082,24.24,0.052
WS-North,2025-05-04 08:30:00,673.713,467.9,266.07,28.24,C,5.283,45.91,1004.64,20.528,6.76,0.104
WS-North,2025-05-04 08:45:00,731.361,545.049,332.708,31.59,C,5.656,56.22,1018.51,49.647,50.44,0.31
WS-North,2025-05-04 09:00:00,344.69,270.391,149.582,31.04,C,2.52,84.58,1017.56,46.886,53.66,0.973
WS-North,2025-05-04 09:15:00,665.593,548.03,237.988,32.25,C,7.166,53.16,1004.99,69.552,93.26,0.109
WS-North,2025-05-04 09:30:00,817.55,573.867,355.954,31.05,C,7.994,59.18,1012.85,64.987,44.64,0.115
WS-North,2025-05-04 09:45:00,456.178,342.059,197.733,30.14,C,3.334,44.04,1014.63,82.584,20.35,0.252
WS-North,2025-05-04 10:00:00,558.228,457.646,233.247,30.4,C,8.44,49.63,1009.61,82.252,58.99,0.309
WS-North,2025-05-04 10:15:00,822.112,641.019,358.916,30.8,C,9.186,32.61,1015.54,57.707,50.34,0.282
WS-North,2025-05-04 10:30:00,869.814,664.084,282.507,30.5,C,3.392,37.52,1014.07,37.057,45.53,0.159
WS-North,2025-05-04 10:45:00,966.739,674.783,489.3,27.66,C,6.982,22.93,1012.88,28.97,46.89,0.021
WS-North,2025-05-04 11:00:00,472.661,351.67,214.204,30.46,C,4.273,50.27,1016.0,15.489,52.47,0.213
WS-North,2025-05-04 11:15:00,981.435,788.794,352.499,34.12,C,4.652,33.64,1002.6,48.1,36.7,0.038
WS-North,2025-05-04 11:30:00,1046.254,700.809,415.727,29.58,C,12.395,32.37,1010.87,66.033,34.58,0.06
WS-North,2025-05-04 11:45:00,1043.066,752.823,447.946,33.54,C,6.087,29.62,1025.15,48.901,46.34,0.178
WS-North,2025-05-04 12:00:00,954.181,725.914,423.964,33.1,C,4.759,42.38,1008.75,62.224,58.36,0.037
WS-North,2025-05-04 12:15:00,580.526,429.761,244.633,30.84,C,7.63,25.15,1033.73,68.708,46.87,0.296
WS-North,2025-05-04 12:30:00,999.856,802.763,346.469,36.35,C,8.922,13.37,1017.49,22.352,21.22,0.024
WS-North,2025-05-04 12:45:00,593.753,459.372,234.883,36.73,C,12.147,53.11,1003.96,75.282,30.25,0.035
WS-North,2025-05-04 13:00:00,641.672,512.21,270.247,33.26,C,5.423,16.24,998.86,42.712,35.06,0.324
WS-North,2025-05-04 13:15:00,949.739,768.495,292.354,31.89,C,5.589,29.59,1013.14,22.956,18.81,0.362
WS-North,2025-05-04 13:30:00,598.019,466.341,225.602,33.33,C,5.006,51.4,1010.35,35.544,39.09,0.464
WS-North,2025-05-04 13:45:00,968.354,707.782,435.483,30.56,C,6.947,45.0,1011.54,19.945,39.57,0.308
WS-North,2025-05-04 14:00:00,868.443,592.708,337.949,29.71,C,2.297,34.49,1005.84,39.637,53.83,0.059
WS-North,2025-05-04 14:15:00,756.193,573.98,324.67,32.78,C,3.543,60.96,1011.97,10.366,21.32,0.066
WS-North,2025-05-04 14:30:00,881.341,663.685,290.16,31.57,C,8.645,40.6,999.06,61.325,4.15,0.199
WS-North,2025-05-04 14:45:00,548.394,362.631,284.512,33.36,C,2.594,34.33,1010.35,34.426,20.44,0.024
WS-North,2025-05-04 15:00:00,639.66,467.886,232.686,29.79,C,7.723,44.82,1021.38,58.176,61.38,0.04
WS-North,2025-05-04 15:15:00,607.138,480.949,259.564,29.87,C,4.033,26.05,1034.72,58.595,11.36,0.512
WS-North,2025-05-04 15:30:00,601.797,439.69,210.209,27.92,C,4.641,35.53,1020.87,66.174,65.96,0.029
WS-North,2025-05-04 15:45:00,363.629,238.7,194.225,29.25,C,10.578,39.27,1018.54,73.845,13.69,0.36
WS-North,2025-05-04 16:00:00,464.18,380.994,195.562,24.92,C,8.95,51.84,1011.02,84.217,49.3,0.053
WS-North,2025-05-04 16:15:00,522.782,376.626,257.774,28.57,C,7.228,53.49,1022.39,46.283,50.66,0.029
WS-North,2025-05-04 16:30:00,259.891,208.262,87.47,20.49,C,1.111,27.92,1009.0,24.951,15.9,0.133
WS-North,2025-05-04 16:45:00,369.35,293.463,127.156,24.23,C,6.675,32.93,1015.96,10.596,30.26,0.657
WS-North,2025-05-04 17:00:00,246.2,190.787,92.57,22.78,C,4.584,44.74,1011.39,31.197,38.04,1.234
WS-North,2025-05-04 17:15:00,180.697,139.017,62.517,19.45,C,2.796,75.45,1000.39,83.947,26.67,0.471
WS-North,2025-05-04 17:30:00,153.522,103.12,69.144,21.78,C,4.083,34.98,1013.85,21.2,0.0,0.011
WS-North,2025-05-04 17:45:00,183.935,146.99,63.279,22.71,C,1.909,58.94,1001.3,67.633,42.91,0.05
WS-North,2025-05-04 18:00:00,104.948,70.514,53.539,23.53,C,0.733,37.74,1009.35,51.21,57.36,0.025
WS-North,2025-05-04 18:15:00,30.937,0.0,12.574,18.73,C,3.247,42.9,1017.03,78.136,13.48,0.098
WS-North,2025-05-04 18:30:00,12.592,0.305,3.487,16.04,C,4.945,55.57,1021.68,37.689,32.85,0.082
WS-North,2025-05-04 18:45:00,4.119,1.213,5.279,21.48,C,8.705,47.19,1020.19,35.349,19.95,0.346
WS-North,2025-05-04 19:00:00,5.894,6.028,6.624,17.36,C,11.429,43.89,1009.78,12.712,62.2,0.116
WS-North,2025-05-04 19:15:00,5.141,4.069,5.41,16.62,C,3.976,80.68,1011.02,51.565,47.61,0.408
WS-North,2025-05-04 19:30:00,2.818,0.197,7.057,16.34,C,1.161,55.42,1013.78,32.732,39.36,0.547
WS-North,2025-05-04 19:45:00,7.124,2.45,2.18,20.31,C,1.904,65.04,1017.08,56.756,36.67,0.144
WS-North,2025-05-04 20:00:00,0.84,4.501,7.3,20.12,C,3.061,53.1,1010.14,58.791,21.8,0.244
WS-North,2025-05-04 20:15:00,4.596,1.539,11.684,17.8,C,9.32,60.71,1012.13,67.683,54.06,0.09
WS-North,2025-05-04 20:30:00,4.741,0.165,2.71,19.74,C,3.123,59.31,1030.77,64.275,7.75,0.439
WS-North,2025-05-04 20:45:00,15.472,5.374,13.111,18.8,C,4.133,44.55,1005.17,84.985,41.31,0.298
WS-North,2025-05-04 21:00:00,11.484,1.334,4.047,19.8,C,3.134,45.73,1022.38,79.316,58.47,0.118
WS-North,2025-05-04 21:15:00,7.35,3.992,6.238,16.09,C,4.91,63.78,999.68,58.966,19.57,0.016
WS-North,2025-05-04 21:30:00,3.516,1.464,6.238,18.91,C,5.4,57.85,1007.31,18.886,19.81,0.261
WS-North,2025-05-04 21:45:00,2.351,0.486,7.526,23.02,C,12.049,19.24,1021.9,60.774,2.83,0.011
WS-North,2025-05-04 22:00:00,3.964,0.436,2.256,17.53,C,4.325,53.52,1022.12,71.25,54.44,0.289
WS-North,2025-05-04 22:15:00,8.03,3.0,6.523,18.46,C,2.03,66.76,1005.82,37.589,36.07,0.666
WS-North,2025-05-04 22:30:00,5.365,5.921,9.885,19.36,C,1.426,55.9,997.96,73.456,43.95,0.009
WS-North,2025-05-04 22:45:00,1.528,4.955,6.363,20.02,C,14.364,48.84,1024.64,69.634,60.34,0.096
WS-North,2025-05-04 23:00:00,6.099,3.631,3.52,21.37,C,3.584,47.72,1009.72,20.069,74.85,0.674
WS-North,2025-05-04 23:15:00,12.585,5.297,2.011,22.69,C,1.938,62.5,1019.02,58.057,39.98,0.29
WS-North,2025-05-04 23:30:00,3.373,1.81,0.047,24.7,C,8.803,41.59,1020.5,58.176,10.79,0.613
WS-North,2025-05-04 23:45:00,4.971,0.968,2.841,18.91,C,7.161,53.71,1002.86,42.819,75.28,0.682
WS-North,2025-05-05 00:00:00,2.378,0.927,3.408,16.67,C,8.166,54.34,1021.76,82.097,38.31,0.155
WS-North,2025-05-05 00:15:00,5.026,1.799,7.179,19.85,C,5.466,39.08,1008.73,83.314,69.25,0.448
WS-North,2025-05-05 00:30:00,6.316,3.893,0.745,24.22,C,16.415,81.23,1002.98,39.848,0.23,0.19
WS-North,2025-05-05 00:45:00,3.064,3.21,6.563,20.36,C,0.977,41.17,1019.22,35.349,50.9,0.328
WS-North,2025-05-05 01:00:00,10.412,0.602,1.127,16.85,C,5.791,46.26,1003.01,68.489,42.83,0.062
WS-North,2025-05-05 01:15:00,1.95,0.955,0.436,24.05,C,14.514,58.79,1002.35,47.383,32.07,0.346
WS-North,2025-05-05 01:30:00,1.968,0.219,0.153,19.4,C,4.907,48.96,1010.6,36.716,29.31,0.528
WS-North,2025-05-05 01:45:00,2.404,1.281,1.76,18.08,C,10.887,41.15,1030.33,11.393,45.32,0.225
WS-North,2025-05-05 02:00:00,1.855,0.223,5.517,21.78,C,4.665,50.26,1010.18,82.025,23.5,0.23
WS-North,2025-05-05 02:15:00,10.349,1.144,10.726,20.58,C,8.212,64.21,1014.21,65.855,35.14,0.298
WS-North,2025-05-05 02:30:00,0.847,0.816,3.494,16.79,C,12.257,74.75,1004.74,50.635,64.68,0.286
WS-North,2025-05-05 02:45:00,1.172,1.279,7.17,21.76,C,0.331,79.54,1036.32,11.238,45.17,0.077
WS-North,2025-05-05 03:00:00,6.334,3.444,2.715,18.6,C,10.309,54.85,1023.8,46.617,27.57,0.669
WS-North,2025-05-05 03:15:00,15.929,1.305,1.588,18.0,C,4.951,45.0,1014.48,36.342,21.27,0.417
WS-North,2025-05-05 03:30:00,1.351,1.323,1.959,21.2,C,0.745,45.63,1014.49,59.536,59.47,0.009
WS-North,2025-05-05 03:45:00,7.972,2.087,1.631,18.88,C,8.925,73.26,1025.27,28.987,46.81,0.081
WS-North,2025-05-05 04:00:00,7.907,1.14,5.421,23.95,C,12.585,58.21,1002.45,41.217,52.8,0.092
WS-North,2025-05-05 04:15:00,6.466,0.425,11.373,23.15,C,2.97,37.71,1003.91,72.09,7.2,0.47
WS-North,2025-05-05 04:30:00,5.577,1.069,1.508,21.18,C,5.483,57.43,1015.4,28.245,35.83,0.109
WS-North,2025-05-05 04:45:00,3.593,2.051,2.639,20.56,C,3.663,58.93,1011.86,31.659,6.62,0.583
WS-North,2025-05-05 05:00:00,2.361,1.26,2.032,21.44,C,8.391,56.56,1016.94,41.303,63.21,0.591
WS-North,2025-05-05 05:15:00,9.662,1.238,0.082,24.46,C,14.493,58.39,1010.57,68.032,35.23,0.11
WS-North,2025-05-05 05:30:00,0.152,0.829,1.4,25.28,C,3.886,40.34,1021.96,11.179,75.81,0.098
WS-North,2025-05-05 05:45:00,40.17,0.0,19.703,22.63,C,3.774,76.72,1007.25,21.193,51.49,0.022
WS-North,2025-05-05 06:00:00,62.059,49.902,20.84,23.52,C,7.524,37.46,1006.0,63.403,27.97,0.061
WS-North,2025-05-05 06:15:00,187.059,124.814,74.796,21.86,C,3.258,37.14,1005.24,39.104,12.67,0.037
WS-North,2025-05-05 06:30:00,75.674,56.784,28.37,25.23,C,1.033,27.2,1012.17,51.446,33.65,0.235
WS-North,2025-05-05 06:45:00,143.548,119.389,47.705,23.67,C,5.223,60.19,1021.1,80.953,24.31,0.138
WS-North,2025-05-05 07:00:00,350.159,291.98,110.226,27.6,C,12.14,60.89,1006.27,52.749,0.0,0.421
WS-North,2025-05-05 07:15:00,383.62,308.534,155.246,26.42,C,2.688,46.03,1022.88,30.192,13.78,0.309
WS-North,2025-05-05 07:30:00,409.639,335.091,125.054,27.88,C,6.207,41.26,1010.51,78.493,34.88,0.111
WS-North,2025-05-05 07:45:00,450.766,313.252,172.075,28.33,C,5.852,43.42,1021.71,33.124,85.96,0.004
WS-North,2025-05-05 08:00:00,484.172,340.19,180.756,26.85,C,17.057,53.47,1009.17,36.775,0.85,0.257
WS-North,2025-05-05 08:15:00,566.818,428.23,208.346,26.85,C,1.65,56.43,1025.34,22.529,60.76,0.538
WS-North,2025-05-05 08:30:00,561.5,388.706,247.636,29.84,C,16.987,48.34,1020.42,82.373,28.78,0.278
WS-North,2025-05-05 08:45:00,589.818,470.503,257.285,27.31,C,3.867,59.2,1014.2,54.946,55.85,0.424
WS-North,2025-05-05 09:00:00,450.066,353.106,178.668,30.39,C,3.431,55.78,1007.61,23.748,32.69,0.515
WS-North,2025-05-05 09:15:00,549.703,373.597,273.919,29.88,C,2.206,44.12,1020.75,54.433,36.71,0.015
WS-North,2025-05-05 09:30:00,588.913,487.146,206.619,29.41,C,2.239,55.78,1017.07,42.491,18.63,0.234
WS-North,2025-05-05 09:45:00,818.773,556.218,412.173,31.17,C,10.971,55.74,1002.28,80.01,40.31,0.2
WS-North,2025-05-05 10:00:00,710.297,596.291,250.067,35.0,C,10.782,33.82,1008.79,39.217,40.83,0.063
WS-North,2025-05-05 10:15:00,793.404,545.038,344.537,31.63,C,3.174,22.56,1006.4,22.563,7.68,1.91
WS-North,2025-05-05 10:30:00,532.846,432.099,212.505,28.81,C,4.295,61.33,1011.46,66.434,23.34,0.039
WS-North,2025-05-05 10:45:00,949.164,696.275,346.155,35.99,C,6.407,40.0,997.96,37.504,5.26,0.398
WS-North,2025-05-05 11:00:00,777.635,622.536,265.331,33.97,C,2.429,58.77,1008.69,46.178,20.1,0.003
WS-North,2025-05-05 11:15:00,734.37,522.13,278.993,34.74,C,15.98,52.95,1007.81,23.636,28.6,0.513
WS-North,2025-05-05 11:30:00,700.261,560.783,271.289,36.31,C,4.946,24.41,1014.24,22.282,5.16,0.236
WS-North,2025-05-05 11:45:00,969.205,676.851,446.489,28.45,C,8.793,30.78,1024.97,28.778,35.07,1.082
WS-North,2025-05-05 12:00:00,737.926,590.655,266.135,28.18,C,5.218,42.01,1011.06,52.151,16.15,0.022
WS-North,2025-05-05 12:15:00,515.3,381.025,215.969,33.31,C,6.656,37.11,1002.88,70.003,31.29,0.277
WS-North,2025-05-05 12:30:00,1036.995,869.664,334.3,35.12,C,6.979,36.82,1011.96,62.994,68.02,0.317
WS-North,2025-05-05 12:45:00,1002.864,823.662,323.759,33.01,C,7.414,50.49,1006.54,67.943,19.08,0.614
WS-North,2025-05-05 13:00:00,732.74,538.541,348.519,29.92,C,5.829,42.77,1000.62,14.316,59.65,0.009
WS-North,2025-05-05 13:15:00,804.9,597.797,353.942,32.38,C,3.33,30.06,1011.4,20.875,21.35,0.637
WS-North,2025-05-05 13:30:00,952.561,783.994,320.901,34.19,C,5.843,41.29,994.29,76.682,27.52,0.379
WS-North,2025-05-05 13:45:00,668.905,469.308,326.417,30.94,C,8.791,35.15,1004.7,51.59,50.17,0.296
WS-North,2025-05-05 14:00:00,474.095,401.1,162.784,31.46,C,4.016,18.96,1019.63,70.318,38.48,0.22
WS-North,2025-05-05 14:15:00,561.138,396.961,216.073,27.94,C,12.836,44.14,1015.23,13.924,45.45,0.503
WS-North,2025-05-05 14:30:00,716.558,572.492,224.241,27.63,C,9.719,51.08,1010.68,83.291,47.13,0.017
WS-North,2025-05-05 14:45:00,558.186,454.577,215.079,29.65,C,9.188,56.26,1010.65,55.789,51.08,0.478
WS-North,2025-05-05 15:00:00,679.864,557.009,180.477,25.77,C,11.487,37.87,1013.87,84.131,60.28,0.375
WS-North,2025-05-05 15:15:00,537.547,402.522,254.98,29.64,C,4.243,56.19,1011.23,57.339,13.74,0.025
WS-North,2025-05-05 15:30:00,480.885,403.829,122.598,24.57,C,4.017,42.2,1014.58,26.719,0.0,0.114
WS-North,2025-05-05 15:45:00,633.652,457.968,265.382,28.24,C,7.399,56.96,1000.36,74.101,0.0,0.777
WS-North,2025-05-05 16:00:00,515.522,415.445,199.515,24.65,C,3.202,45.81,1006.91,80.693,45.33,1.663
WS-North,2025-05-05 16:15:00,405.573,295.045,191.884,28.8,C,18.793,46.02,1003.85,24.266,29.23,1.139
WS-North,2025-05-05 16:30:00,425.291,323.3,139.371,24.23,C,2.149,57.58,1026.34,49.045,57.2,0.695
WS-North,2025-05-05 16:45:00,355.258,261.878,137.851,26.31,C,6.349,45.36,1023.25,42.806,50.58,0.326
WS-North,2025-05-05 17:00:00,168.564,116.134,80.062,24.83,C,7.769,52.84,1018.27,61.26,15.59,0.042
WS-North,2025-05-05 17:15:00,297.865,225.901,128.986,17.62,C,3.583,52.24,1008.93,27.231,38.31,0.911
WS-North,2025-05-05 17:30:00,224.356,175.991,85.704,22.7,C,2.428,61.48,1012.32,64.343,0.0,0.045
WS-North,2025-05-05 17:45:00,195.746,152.586,73.634,24.81,C,10.072,48.38,1008.27,17.535,9.56,0.073
WS-North,2025-05-05 18:00:00,88.321,61.14,34.752,20.73,C,4.378,61.08,1012.01,72.682,2.27,0.231
WS-North,2025-05-05 18:15:00,40.56,0.0,13.389,20.36,C,4.135,64.66,1004.45,33.275,42.74,0.007
WS-North,2025-05-05 18:30:00,8.829,0.573,1.096,19.69,C,4.458,50.89,1013.4,53.88,22.31,0.333
WS-North,2025-05-05 18:45:00,3.136,0.444,1.829,17.04,C,9.3,59.6,1003.56,58.541,0.0,0.268
WS-North,2025-05-05 19:00:00,14.005,0.361,2.84,18.47,C,7.777,61.25,1003.65,70.479,16.91,0.361
WS-North,2025-05-05 19:15:00,2.808,2.858,2.907,21.83,C,4.66,58.77,998.44,42.562,19.96,0.605
WS-North,2025-05-05 19:30:00,1.465,5.082,6.591,22.03,C,10.464,60.31,999.71,42.445,25.19,0.534
WS-North,2025-05-05 19:45:00,10.678,1.197,1.283,20.21,C,5.752,54.16,1011.77,13.27,44.69,0.462
WS-North,2025-05-05 20:00:00,13.294,3.353,2.688,21.26,C,19.345,48.07,1018.09,17.451,79.77,0.873
WS-North,2025-05-05 20:15:00,3.69,3.602,1.608,17.15,C,7.074,37.35,1010.3,76.511,24.4,0.166
WS-North,2025-05-05 20:30:00,3.561,0.801,6.022,23.8,C,10.973,47.59,1008.21,38.312,39.14,1.114
WS-North,2025-05-05 20:45:00,6.558,1.198,3.475,21.2,C,7.972,40.5,1013.17,56.839,26.33,0.055
WS-North,2025-05-05 21:00:00,10.741,1.902,0.102,19.89,C,4.834,29.82,1016.92,74.481,33.93,0.35
WS-North,2025-05-05 21:15:00,2.459,1.378,1.178,19.81,C,4.537,65.49,1017.59,45.921,10.96,0.047
WS-North,2025-05-05 21:30:00,8.404,3.211,1.773,17.11,C,3.656,62.88,1017.51,35.378,38.18,0.068
WS-North,2025-05-05 21:45:00,11.533,0.84,1.532,22.21,C,3.534,51.35,1009.1,51.548,17.82,0.166
WS-North,2025-05-05 22:00:00,13.065,3.582,2.193,19.68,C,7.316,29.97,1013.19,35.907,0.0,0.621
WS-North,2025-05-05 22:15:00,11.415,4.124,2.53,23.86,C,7.379,67.46,1019.24,77.995,27.46,0.095
WS-North,2025-05-05 22:30:00,6.152,1.655,1.517,21.02,C,4.069,56.72,1017.3,50.3,0.0,0.254
WS-North,2025-05-05 22:45:00,3.371,2.326,0.595,16.6,C,19.778,45.46,1004.72,83.359,50.05,0.56
WS-North,2025-05-05 23:00:00,5.572,2.36,6.387,21.91,C,0.466,50.88,1008.41,42.497,0.0,0.09
WS-North,2025-05-05 23:15:00,5.953,1.826,1.327,22.3,C,0.604,43.88,1018.98,84.926,45.94,0.103
WS-North,2025-05-05 23:30:00,10.059,3.742,5.387,17.83,C,3.819,53.46,1007.12,76.232,69.24,0.059
WS-North,2025-05-05 23:45:00,1.149,2.952,1.294,23.89,C,4.362,56.92,1008.93,54.527,41.16,1.113
WS-North,2025-05-06 00:00:00,5.771,2.26,5.721,21.01,C,7.837,79.71,1015.69,74.632,8.69,0.06
WS-North,2025-05-06 00:15:00,2.204,4.844,2.535,20.49,C,5.367,60.32,1019.05,12.295,38.02,1.561
WS-North,2025-05-06 00:30:00,3.121,4.953,3.189,17.79,C,6.269,69.41,1006.84,78.17,39.7,0.085
WS-North,2025-05-06 00:45:00,9.538,0.537,0.235,25.91,C,2.439,42.61,1025.22,11.346,52.21,0.413
WS-North,2025-05-06 01:00:00,12.986,8.24,0.902,22.58,C,2.16,53.56,1000.89,58.836,23.36,0.119
WS-North,2025-05-06 01:15:00,7.092,2.722,15.621,19.3,C,1.123,54.53,1005.95,51.547,33.62,0.505
WS-North,2025-05-06 01:30:00,0.879,5.989,6.478,19.61,C,7.156,56.18,1027.21,79.838,33.46,0.582
WS-North,2025-05-06 01:45:00,6.138,0.265,11.551,15.43,C,2.539,58.43,1011.17,45.994,68.42,0.126
WS-North,2025-05-06 02:00:00,6.947,1.604,6.772,25.06,C,5.657,50.78,1019.12,17.129,0.0,1.967
WS-North,2025-05-06 02:15:00,10.64,2.178,6.889,25.33,C,2.814,49.57,1015.89,38.686,0.0,0.138
WS-North,2025-05-06 02:30:00,0.556,1.077,0.903,16.79,C,8.437,48.78,1014.42,10.268,47.73,0.022
WS-North,2025-05-06 02:45:00,9.101,2.013,13.113,19.04,C,4.103,80.88,1028.17,56.484,59.78,0.167
WS-North,2025-05-06 03:00:00,3.093,1.168,1.497,19.95,C,4.605,67.16,1027.2,28.986,14.53,0.281
WS-North,2025-05-06 03:15:00,2.251,1.576,1.978,20.61,C,1.252,42.05,1008.9,39.258,76.77,0.509
WS-North,2025-05-06 03:30:00,11.198,3.396,1.714,23.98,C,1.646,54.98,1015.05,35.908,33.8,0.279
WS-North,2025-05-06 03:45:00,14.917,0.87,0.543,19.24,C,5.28,46.74,1006.19,30.344,93.89,0.247
WS-North,2025-05-06 04:00:00,2.688,0.694,1.211,17.75,C,0.472,38.28,1027.76,56.142,14.07,0.189
WS-North,2025-05-06 04:15:00,5.775,0.573,1.327,21.15,C,10.513,55.33,1010.94,78.766,31.83,0.476
WS-North,2025-05-06 04:30:00,9.348,4.79,3.919,20.87,C,4.909,30.51,1005.23,75.227,49.99,0.006
WS-North,2025-05-06 04:45:00,6.243,2.864,6.507,21.59,C,5.51,53.25,1016.47,27.442,40.6,0.393
WS-North,2025-05-06 05:00:00,16.663,3.438,0.193,23.03,C,0.99,57.48,1024.73,61.406,5.79,0.651
WS-North,2025-05-06 05:15:00,5.085,3.402,4.521,21.99,C,2.607,57.25,1010.61,18.188,40.41,0.171
WS-North,2025-05-06 05:30:00,5.496,4.677,8.059,18.37,C,8.21,67.98,998.92,77.565,43.8,0.09
WS-North,2025-05-06 05:45:00,52.236,35.862,26.804,15.82,C,5.017,74.09,1020.29,35.315,56.3,0.32
WS-North,2025-05-06 06:00:00,76.593,64.311,25.74,24.72,C,5.713,55.39,1010.33,59.452,22.19,0.593
