vdc1,vdc2,idc1,idc2,irr,pvt,f_nv
261.895,240.467,8.4924,8.0694,884.688,44.3845,2
1.6198,271.329,0.1133,8.7855,960.659,47.6251,3
263.36,200.862,8.8375,9.1481,991.216,44.6642,1
265.569,244.723,8.9468,8.5082,944.463,43.4133,2
263.129,201.748,8.9359,8.6797,937.689,44.7406,1
254.781,196.964,9.1355,8.8067,958.104,48.0599,1
264.363,248.099,9.1425,8.5488,969.118,42.8716,2
264.851,247.69,9.0952,8.5661,961.273,42.3808,2
268.45,312.918,8.0116,4.4359,836.195,39.6075,4
268.781,249.18,9.263,8.7259,989.84,37.7977,2
265.482,203.499,8.9049,8.7045,933.082,42.892,1
264.129,203.747,8.9289,8.727,955.729,48.891,1
262.634,207.724,9.3236,8.8384,991.663,44.6009,1
289.165,279.076,1.0521,0.4262,174.583,24.9688,4
275.887,275.864,7.906,7.8155,896.416,39.5591,0
263.353,2.0951,8.7805,0.0404,923.278,43.9979,3
261.422,2.1264,8.852,0.0387,925.065,42.6867,3
313.624,282.217,1.5378,0.5363,254.986,22.1848,4
275.001,275.317,7.1335,7.0562,834.13,41.6653,0
263.312,242.39,8.9997,8.5506,956.25,46.4226,2
248.372,230.941,9.0862,8.4733,977.39,56.6822,2
1.6155,277.63,0.1054,8.6393,965.087,47.7403,3
284.045,285.664,7.5467,7.4097,831.338,28.9674,0
261.483,204.655,8.9066,8.532,923.671,42.9419,1
251.778,2.1348,9.1726,0.0489,960.001,51.0971,3
268.134,248.974,9.3016,8.7389,992.386,38.3318,2
255.154,195.501,9.1083,8.831,959.671,49.0954,1
279.974,294.661,1.6721,1.5269,215.577,31.8281,0
252.785,240.085,0.9563,0.7952,117.303,28.3202,0
266.795,273.213,7.4271,7.1151,861.942,44.2321,0
253.567,234.879,9.021,8.5261,940.942,49.2377,2
264.86,246.043,9.3234,8.7785,991.657,41.1236,2
1.5966,272.653,0.1102,8.4998,926.394,50.3931,3
269.753,251.944,6.6308,6.4756,708.257,42.4996,4
272.027,271.735,6.5951,6.2906,718.999,36.7967,0
262.441,244.592,8.4617,7.8832,891.91,47.3196,2
263.555,202.779,9.163,8.8975,963.205,42.6328,1
276.598,295.685,4.688,2.4383,496.252,34.7645,4
270.829,267.469,7.1555,7.1435,849.354,45.3417,0
262.418,245.474,9.2277,8.668,971.542,43.2338,2
261.569,270.995,8.5481,8.2559,924.134,48.8652,0
265.809,2.1712,9.0071,0.0437,953.296,42.7572,3
269.087,245.51,9.2029,8.7985,992.731,40.4728,2
1.632,276.736,0.1129,8.7338,966.237,44.6071,3
270.839,276.024,8.8515,8.6679,952.509,42.5083,0
261.615,205.938,8.6757,8.225,898.727,44.9134,1
269.855,247.001,4.3691,4.0638,463.279,38.4109,4
264.089,205.125,8.9387,8.6323,949.21,46.1001,1
256.56,196.525,8.6805,8.4579,913.283,51.9755,1
272.243,274.856,7.4844,7.3172,836.287,42.1677,0
276.887,268.629,4.8817,4.3514,517.936,35.8683,4
260.312,200.892,9.0971,8.8465,956.251,46.9888,1
246.405,235.499,9.1286,8.3225,965.191,54.0196,2
248.865,229.678,9.0874,8.5066,975.554,56.0299,2
263.443,267.635,7.644,6.1677,803.822,46.9767,2
260.958,243.959,9.3271,8.7672,975.243,43.3783,2
283.353,280.024,6.2056,6.0163,685.627,28.0607,0
1.6495,266.784,0.1053,9.0357,986.797,48.4237,3
1.624,273.066,0.1099,8.5041,931.548,48.332,3
253.002,236.281,9.0887,8.5009,967.324,51.6848,2
257.935,198.958,8.7615,8.4293,914.07,47.9041,1
251.527,2.1473,8.925,0.0444,934.848,53.0324,3
265.054,201.568,9.2512,9.1482,990.936,43.5767,1
247.847,257.964,8.8894,8.4213,879.945,53.6748,0
1.6016,272.121,0.1112,8.7736,960.489,47.2916,3
274.764,271.008,4.7353,4.4627,568.968,39.3794,0
269.766,273.514,7.604,7.437,879.653,46.37,0
306.557,244.256,2.1898,2.4551,348.151,28.8617,4
313.742,242.984,4.3968,1.0193,661.701,19.5548,4
256.449,202.76,8.9624,9.1469,948.384,49.7506,1
279.885,268.227,3.6,2.9185,397.318,32.01,4
261.225,204.642,9.3546,8.9899,989.572,43.9117,1
255.598,276.697,9.0907,6.0279,969.909,50.0951,2
251.417,196.402,8.8703,8.4888,921.503,52.843,1
267.213,240.862,9.2616,8.9507,993.869,40.8438,2
256.837,200.728,9.4788,9.1312,989.31,44.5701,1
249.331,2.1585,9.0792,0.0474,939.818,52.2842,3
1.6406,267.433,0.1026,9.0994,993.941,49.5757,3
258.721,223.419,8.7188,8.7459,905.896,46.2323,2
263.228,201.744,9.0325,8.8378,951.297,43.9711,1
251.85,233.534,9.1798,8.5312,984.552,52.4312,2
262.709,199.272,8.6348,8.4618,911.228,46.239,1
1.6217,268.851,0.1146,8.757,958.823,50.5668,3
1.5795,272.406,0.1149,8.4902,929.697,50.8137,3
256.345,237.303,8.9393,8.4255,936.56,48.6034,2
266.532,245.294,9.0365,8.6192,966.679,43.9396,2
267.307,306.76,5.9656,2.4084,622.439,41.263,4
266.453,208.832,9.1086,8.7242,964.255,42.3136,1
247.551,257.18,9.1104,8.749,918.803,56.5185,0
266.24,200.951,8.8331,8.727,937.418,45.0308,1
274.53,245.547,4.0438,3.8862,444.745,39.999,4
264.757,204.786,7.8418,7.5339,817.085,41.7233,1
286.126,262.262,3.9412,3.8228,505.464,39.094,4
261.388,200.444,8.9902,8.7935,953.606,46.8629,1
262.914,2.1189,8.3828,0.0388,865.306,40.3794,3
247.889,231.431,9.152,8.4915,982.472,56.3983,2
257.291,237.367,8.8843,8.387,940.177,50.2264,2
256.296,196.039,8.7037,8.4763,913.205,51.9047,1
250.468,227.909,8.8877,8.4749,957.183,56.1723,2
1.591,273.013,0.1084,8.4761,928.652,50.5968,3
1.66,272.79,0.1027,8.9817,992.093,42.9291,3
272.781,263.841,7.5156,7.3728,832.667,39.6799,0
257.651,207.253,9.0822,8.4793,939.246,44.509,1
258.235,2.1344,8.8424,0.0463,933.787,50.0599,3
265.397,203.044,8.5942,8.3553,907.854,45.3218,1
265.094,203.903,9.128,8.8993,962.188,42.7449,1
262.908,245.049,9.0241,8.5082,956.022,46.049,2
311.794,298.949,2.1907,1.5574,456.222,24.4243,4
267.711,208.376,9.0504,8.7172,962.198,42.5721,1
265.729,204.285,9.2335,9.0486,988.875,42.9432,1
266.672,244.915,9.0868,8.7042,966.373,42.0681,2
261.751,203.111,9.0274,8.7311,947.49,44.451,1
1.5973,268.27,0.1085,8.6379,929.068,50.2325,3
262.858,2.1666,9.1363,0.0438,952.775,41.5446,3
284.761,257.957,4.1589,4.0501,463.659,35.7832,4
251.079,231.099,8.9548,8.4685,962.493,54.1184,2
263.562,2.0984,8.7832,0.0395,925.198,43.3532,3
257.359,242.535,8.076,7.5612,832.027,48.1435,2
256.818,237.175,8.8751,8.3463,940.782,50.9995,2
263.276,248.155,9.1875,8.5606,966.224,42.4049,2
269.445,265.286,7.0169,6.7845,740.429,41.5248,0
263.585,291.929,6.1226,3.7754,641.222,46.2524,4
263.443,284.896,6.1581,4.3725,647.567,46.6186,4
267.669,2.1164,8.2559,0.0422,865.644,39.9839,3
255.616,266.299,9.082,8.6976,969.393,49.9267,0
267.788,2.1731,8.9665,0.0445,956.633,42.1994,3
300.099,260.708,2.9639,3.3349,445.223,36.5859,0
264.212,200.599,9.2729,9.161,990.029,44.4711,1
257.968,346.126,4.6866,0.1363,573.752,20.6559,4
315.597,308.658,0.7229,0.7204,312.362,33.2237,0
246.396,230.721,9.1369,8.4975,970.445,55.9256,2
266.611,278.371,6.2338,5.4388,653.176,41.7219,4
260.826,2.1591,9.0564,0.0424,949.876,44.825,3
261.953,247.435,8.5201,7.8694,884.027,43.3799,2
270.58,277.845,8.6395,8.4366,930.453,40.1858,0
270.085,261.617,5.4023,5.1851,592.7,42.6829,0
303.74,241.677,2.0743,2.3173,327.771,30.9006,4
247.458,233.839,9.1066,8.4014,969.614,55.4376,2
274.562,270.132,7.6644,7.4581,835.951,35.0074,0
307.657,294.713,2.0087,0.6316,312.849,25.0338,4
264.026,203.095,9.3022,9.0779,989.137,42.7312,1
264.455,265.732,7.5047,7.3754,863.889,48.6621,0
280.864,277.803,1.8378,0.9124,218.205,36.2165,4
261.855,203.533,9.267,8.9577,987.425,45.6407,1
271.833,247.221,8.7429,8.5495,951.371,41.9789,2
1.6577,271.213,0.1018,8.8546,982.642,48.9735,3
274.047,303.798,6.829,4.484,764.159,43.8067,4
268.57,203.202,8.3912,8.2936,892.736,43.9555,1
258.809,203.905,9.4082,8.9941,985.875,43.395,1
263.231,242.549,8.5522,8.1341,898.512,46.9943,2
256.911,239.096,8.9148,8.3192,934.003,48.5513,2
278.106,258.29,3.9224,3.6894,436.721,40.0704,4
261.742,271.893,5.5767,4.0124,583.006,45.8768,4
258.753,199.419,8.7512,8.429,908.862,45.639,1
263.034,202.823,8.6303,8.3486,899.718,45.551,1
264.358,201.321,8.9144,8.7626,944.887,45.0099,1
266.982,255.372,6.4012,6.118,678.635,42.4831,4
251.278,235.852,8.3357,7.7123,889.712,53.7494,2
264.289,202.676,9.162,8.9128,960.354,41.7515,1
262.41,203.374,8.9531,8.6172,936.983,45.0381,1
274.593,275.6,7.2825,7.1694,811.558,40.8893,0
257.922,197.504,8.7641,8.4964,908.264,46.1729,1
258.345,239.274,8.8936,8.3435,933.458,47.6907,2
208.627,314.126,3.66,0.1508,649.591,29.1445,4
1.6121,269.299,0.1176,8.8373,959.099,46.9431,3
263.944,241.822,8.3745,7.9815,881.489,44.6492,2
300.821,324.847,2.5922,0.2319,400.029,19.8741,4
280.05,288.469,1.9418,1.8413,244.331,33.1971,0
1.6392,273.255,0.1106,8.8526,988.964,49.9648,3
262.922,206.327,9.332,8.9586,990.027,43.0247,1
260.404,261.683,8.8579,8.5585,921.893,44.2855,0
284.445,273.433,5.7293,5.6101,689.935,33.8773,0
1.6299,274.846,0.1118,8.7494,964.97,47.5768,3
1.6289,269.452,0.1122,8.727,960.019,50.9804,3
258.046,200.014,8.747,8.3917,908.19,46.2819,1
359.879,351.365,0.2019,0.051,288.264,4.0813,0
262.98,269.185,7.9317,7.6555,887.343,47.1693,0
246.513,232.907,9.1238,8.4216,964.554,54.0409,2
259.049,246.032,8.8021,8.1602,914.602,47.7326,2
263.198,2.1115,8.288,0.0423,860.945,42.0476,3
279.168,261.632,5.6495,5.3841,594.059,34.4348,4
263.877,205.21,9.1612,8.8076,960.046,41.7469,1
262.491,205.122,9.291,8.9514,985.642,43.3229,1
266.469,263.352,6.774,6.5178,705.339,40.0625,0
263.5,322.186,7.4967,2.0731,789.385,47.1985,4
1.6135,269.213,0.114,8.5645,928.274,49.8443,3
1.6152,275.166,0.1065,8.6946,965.391,50.1841,3
308.68,325.811,0.28,0.1434,324.033,15.6962,0
251.716,196.673,8.8246,8.4345,917.028,52.9253,1
254.23,195.137,9.1054,8.8078,960.494,50.5147,1
265.854,2.0899,8.0924,0.0417,855.174,43.438,3
318.044,340.041,1.8984,0.0962,422.867,16.5548,4
305.785,294.358,4.265,4.15,585.055,27.9505,0
257.779,245.479,8.8494,8.2118,915.921,48.2853,2
293.413,279.509,3.8946,2.6193,426.32,27.0759,4
260.564,299.223,6.0274,2.2976,623.887,45.7427,4
276.28,287.069,0.8791,0.8347,134.58,29.8466,0
263.286,275.984,8.6008,8.1717,913.259,43.0215,0
264.503,202.154,8.8217,8.6538,922.268,41.9604,1
253.14,257.914,9.2771,9.0407,1009.66,52.3909,0
267.047,272.073,4.6197,3.4561,489.953,40.4544,4
264.405,2.1688,9.0647,0.0456,952.529,42.0344,3
255.483,241.827,8.1915,7.6135,842.353,49.9312,2
257.184,248.17,8.8479,8.0533,911.025,47.1422,2
260.335,199.601,9.4139,9.2257,992.359,43.4437,1
264.562,2.0885,8.8658,0.0372,929.11,44.0908,3
276.487,284.13,2.1067,0.9143,244.266,37.32,4
275.73,274.702,7.5761,7.5069,850.434,38.7919,0
299.201,310.538,4.0164,1.2134,443.722,22.3787,4
271.57,261.54,7.1805,7.0773,803.633,42.1562,0
261.079,202.429,8.7039,8.3433,911.099,45.4451,1
281.849,247.257,3.5212,3.2953,387.305,35.8427,4
1.608,273.659,0.1081,8.8121,966.818,46.2888,3
264.501,2.1217,8.3522,0.0405,866.198,40.093,3
279.363,281.673,7.6009,7.4915,871.686,37.0544,0
262.291,200.658,9.2492,9.0728,987.252,45.6205,1
310.493,328.682,2.02,0.1927,351.837,17.0675,4
1.6233,268.356,0.1104,8.6568,933.711,47.7267,3
1.6317,272.506,0.1077,8.4851,929.194,49.3256,3
257.778,202.466,9.1726,8.7929,955.9,46.4298,1
1.6223,266.796,0.1079,8.8154,960.827,50.9119,3
257.581,242.738,8.0757,7.5416,835.672,49.171,2
279.548,304.552,4.4993,1.9121,503.684,38.1286,4
301.637,264.5,2.8524,3.2292,437.206,35.4829,0
259.352,271.149,8.2371,7.8348,877.549,45.7992,0
261.333,201.765,7.9515,7.6451,821.055,41.9573,1
251.073,2.1453,9.1254,0.0459,960.392,52.0728,3
264.891,244.968,9.3256,8.7923,991.505,40.6093,2
311.254,296.007,0.3229,6.8629,811.028,10.9155,4
274.758,274.017,7.3575,7.0555,801.64,34.2707,0
255.588,2.1398,8.8661,0.0471,934.633,51.2468,3
289.446,301.643,3.6547,1.2687,409.361,31.233,4
257.409,242.305,8.0807,7.538,835.7,49.4968,2
252.221,230.864,9.0459,8.5282,983.18,56.0977,2
253.212,233.639,8.5681,8.0356,921.691,54.0877,2
279.343,271.037,5.7623,5.5653,617.604,36.2386,0
258.886,2.1624,9.0815,0.0444,944.99,44.9802,3
262.008,204.194,9.3095,8.9883,985.246,43.2235,1
267.62,208.823,9.0708,8.7,961.13,41.5409,1
259.171,205.911,9.0662,8.5709,948.767,46.475,1
259.088,263.606,7.1401,6.8978,785.033,50.0563,0
1.6127,269.59,0.1128,8.7191,959.737,51.5057,3
259.932,305.878,8.0468,4.7925,836.709,47.9666,4
287.125,237.679,2.4369,2.2919,280.89,33.256,4
250.865,233.06,8.8208,8.3183,947.814,55.6708,2
268.723,270.279,7.5291,7.4292,879.629,47.4718,0
257.855,200.112,9.0557,8.7402,947.373,47.3362,1
1.6177,274.163,0.1041,8.7418,965.674,47.8826,3
268.031,297.775,6.177,4.0303,647.939,41.9994,4
283.02,276.629,6.1679,6.039,690.935,30.635,0
262.944,205.574,9.2869,8.9496,986.782,43.1232,1
264.161,249.712,9.0648,8.4402,942.698,41.1989,2
259.847,202.531,7.9996,7.6035,824.833,43.4448,1
258.265,2.142,8.9516,0.048,957.997,51.2586,3
267.784,262.301,6.4903,6.2351,676.884,40.5593,0
284.89,280.922,5.932,5.7455,653.557,27.2555,0
1.6582,274.671,0.1037,8.9154,992.154,43.0528,3
253.95,2.1541,9.1055,0.046,968.766,51.8229,3
248.961,227.203,8.9323,8.5062,957.975,56.3582,2
262.235,206.243,9.1675,8.7604,957.593,43.237,1
274.436,271.926,6.942,6.7044,763.968,35.1282,0
264.724,2.1258,8.3548,0.0412,866.046,40.0744,3
258.615,202.44,9.4203,9.0544,990.205,45.1505,1
249.362,234.566,9.0433,8.3734,963.64,53.6641,2
258.189,199.227,9.0321,8.7637,948.085,47.9347,1
274.008,306.866,5.2452,2.1712,564.807,39.2793,4
262.03,203.111,9.3093,9.0312,985.604,43.3229,1
264.319,271.0,8.0095,7.7425,894.687,44.9692,0
269.088,266.131,6.5963,6.3009,698.0,45.1581,0
263.654,202.967,8.6104,8.3465,897.129,44.6782,1
291.615,352.12,2.0739,0.0719,353.701,8.6474,4
262.637,2.1083,8.9414,0.0358,932.325,44.021,3
264.051,242.712,8.9676,8.5313,955.963,46.6075,2
1.637,267.56,0.1113,8.6523,935.514,47.6743,3
267.073,244.009,9.2646,8.8475,991.885,40.5809,2
274.417,245.962,8.666,8.5984,950.61,41.8671,2
285.745,276.211,4.1337,3.521,446.623,33.4279,4
263.217,201.816,8.9383,8.7326,955.168,46.7875,1
250.96,2.1556,9.1625,0.0498,960.77,51.557,3
285.597,288.797,1.4658,1.3527,166.992,23.6763,0
259.637,216.617,9.3397,9.4567,987.659,45.6903,1
154.006,330.637,0.3823,0.1457,210.74,22.2442,0
267.471,204.634,7.7503,7.516,817.413,41.5398,1
266.624,203.533,8.788,8.659,922.569,41.0414,1
263.773,204.276,8.9647,8.6867,947.115,44.7374,1
261.914,2.1145,8.9383,0.0378,929.449,43.6747,3
252.935,2.1571,8.867,0.0457,934.339,53.4347,3
267.795,208.269,9.06,8.7238,960.075,41.552,1
261.456,255.568,7.0947,6.834,746.646,45.2154,0
262.715,239.82,9.0021,8.6219,957.974,47.1359,2
264.339,329.415,7.4766,1.1519,792.184,46.2594,4
259.042,203.57,9.4562,9.0483,990.437,44.4576,1
1.6107,272.791,0.1101,8.7549,967.619,49.292,3
267.977,204.574,9.0396,8.8733,961.944,42.5098,1
257.341,196.966,8.0327,7.786,832.577,47.3756,1
264.802,245.305,9.2388,8.7394,976.945,42.3766,2
253.06,258.728,8.9778,8.6661,920.697,52.64,0
1.6198,272.641,0.1097,8.5087,931.96,48.2335,3
359.901,349.706,0.1985,0.0515,295.487,4.5665,0
260.616,271.93,8.8434,8.4013,929.099,43.9183,0
289.791,264.165,5.0293,4.8709,547.816,28.005,4
264.563,2.0815,8.8484,0.0364,925.352,44.1272,3
252.349,256.729,8.7656,8.5046,921.248,52.0749,0
290.644,264.013,4.4736,4.3721,505.376,29.5836,4
1.6149,274.077,0.1055,8.7778,965.032,46.519,3
259.138,201.788,9.0622,8.7371,953.305,46.88,1
268.674,246.285,9.2165,8.7593,993.3,40.7515,2
276.818,277.882,6.2901,6.0181,691.259,30.8203,0
305.193,286.603,0.402,0.2883,126.581,22.6819,0
254.863,196.344,8.7561,8.4652,916.592,52.3229,1
248.577,2.1618,9.0092,0.0467,937.157,53.5775,3
269.071,2.1046,8.2034,0.0406,869.979,41.2002,3
312.089,286.365,1.0365,0.3742,179.474,19.3676,4
262.063,2.1082,8.8417,0.0431,923.301,42.8749,3
266.32,2.1526,8.9225,0.0436,951.206,43.6468,3
266.604,2.1743,9.0039,0.0453,956.531,42.213,3
1.6152,269.331,0.1147,8.5745,934.565,46.8129,3
260.899,199.305,8.7056,8.4599,909.771,45.0962,1
248.84,230.483,9.0724,8.4599,969.095,54.7945,2
254.966,2.1596,9.0951,0.0471,964.976,50.7911,3
257.493,232.804,9.0237,8.6604,970.037,50.5145,2
286.18,276.71,6.3258,6.1751,690.836,30.6901,0
253.97,2.133,8.9578,0.0458,934.14,50.7241,3
279.282,252.113,3.3981,3.217,369.977,29.1049,4
261.341,305.132,8.0044,5.1357,840.804,47.4061,4
255.234,313.463,7.7574,3.2235,801.308,45.9452,4
273.247,275.615,7.3861,7.2707,827.064,41.6279,0
268.785,283.913,4.4005,2.3577,471.725,40.4869,4
270.09,262.635,6.9628,6.8387,769.763,40.9338,0
264.54,298.131,8.2605,6.6053,849.519,41.2648,4
267.23,2.1584,8.9524,0.0465,954.161,42.8111,3
259.27,238.358,8.5734,8.1207,892.371,47.5256,2
271.042,278.535,6.5354,5.9522,684.981,37.1536,0
261.078,202.029,8.7149,8.3484,910.69,45.0515,1
264.044,246.085,9.0484,8.5146,949.033,42.6658,2
269.015,246.154,8.9797,8.6399,962.331,41.9768,2
279.998,258.604,4.5808,4.3579,486.746,35.5423,4
282.111,252.494,4.1512,3.957,449.048,31.49,4
264.706,2.1181,8.3464,0.0399,865.391,40.0737,3
272.966,282.204,7.2631,6.921,801.636,40.4618,0
307.618,284.016,3.3781,2.1172,513.134,32.5564,4
1.6106,270.591,0.117,8.8106,961.345,48.0386,3
269.328,265.497,7.7169,7.7284,902.997,47.9678,0
263.142,267.912,6.9673,6.7634,810.978,49.8661,0
263.376,243.061,8.4348,7.9437,892.179,47.359,2
249.633,228.313,8.9964,8.5178,970.381,55.973,2
256.7,201.312,8.8067,8.3596,909.914,45.5931,1
252.592,260.064,9.341,8.9936,986.857,51.364,0
301.92,352.104,3.1891,0.1022,503.552,14.9156,4
262.397,203.611,9.3244,9.0524,989.329,43.7309,1
255.225,236.553,8.6479,8.1809,941.291,54.9592,2
1.6527,268.05,0.1075,8.9601,984.688,48.8512,3
278.017,266.797,4.6434,4.6054,532.89,25.3597,0
263.18,245.547,9.0708,8.5279,948.503,42.677,2
251.069,234.046,8.9917,8.4244,966.251,54.4092,2
1.6466,268.104,0.1046,9.0695,993.875,49.4155,3
261.848,203.52,9.3155,9.0028,986.808,43.6017,1
256.491,197.215,9.0692,8.7798,954.665,48.0073,1
265.892,2.1104,8.7091,0.0412,926.274,43.59,3
265.166,2.1893,9.0793,0.0457,956.919,42.0372,3
256.136,238.699,8.1978,7.7367,843.451,49.3752,2
326.278,304.895,1.5678,1.3441,535.103,17.6741,4
263.46,267.737,7.8009,7.6083,879.856,50.688,0
258.463,196.655,8.7819,8.5512,915.56,47.0348,1
262.807,202.383,8.9728,8.7525,948.379,45.2767,1
283.755,298.806,3.7969,1.0885,408.315,33.4328,4
269.016,272.089,7.6952,7.5059,888.77,44.1244,0
1.6125,270.398,0.1124,8.7534,958.987,48.8587,3
275.334,278.464,7.7981,7.6268,881.909,37.7692,0
283.239,260.743,5.2472,5.1319,581.844,30.9636,4
278.153,274.07,7.7699,7.808,896.74,41.9057,0
249.356,232.443,9.0807,8.5108,944.114,52.3307,2
263.403,203.844,9.1377,8.852,957.601,43.2928,1
263.895,2.1405,8.7924,0.0402,929.603,43.7835,3
267.355,287.616,6.195,4.4338,657.132,44.7735,4
264.661,2.1048,8.7601,0.043,925.002,42.6833,3
278.812,292.188,0.7272,0.6921,121.002,29.8287,0
259.174,270.205,8.7875,8.4286,936.588,47.0489,0
263.443,205.776,8.956,8.555,938.478,44.8093,1
311.131,244.961,2.8449,3.6964,453.987,28.6622,0
265.787,243.881,8.3497,7.9355,884.617,44.359,2
265.036,201.993,9.233,9.1041,990.402,44.5262,1
262.397,202.742,8.9964,8.7254,955.173,46.236,1
1.6579,266.455,0.1065,9.0213,985.145,48.6408,3
289.549,305.1,5.5153,3.6232,602.283,29.8838,4
1.6474,272.831,0.103,8.9488,991.043,48.9891,3
262.047,2.181,9.1182,0.0441,952.861,42.5282,3
260.983,202.07,8.7424,8.3943,908.457,45.3833,1
256.467,239.023,8.9508,8.3855,942.819,49.5879,2
275.095,317.644,6.6116,2.8547,740.314,43.2962,4
265.897,318.573,6.3477,1.2294,695.632,47.5313,4
255.69,234.813,8.9625,8.5085,941.728,49.4668,2
284.973,290.386,7.7321,7.5496,877.721,31.1289,0
256.981,240.047,8.089,7.6414,833.97,48.8428,2
263.086,253.673,7.303,7.2228,820.596,50.545,0
249.688,2.148,9.0651,0.0461,940.157,52.2931,3
256.15,237.179,8.9598,8.4557,942.642,49.6009,2
257.727,195.33,9.0315,8.8419,956.344,48.2806,1
264.998,2.1116,8.3525,0.0407,869.341,41.0194,3
263.04,204.424,9.2867,8.9882,989.014,43.8106,1
256.837,262.142,8.0072,7.7849,878.389,51.6385,0
252.45,223.334,9.1535,8.8529,988.178,53.6672,2
259.089,2.1158,8.9275,0.0386,923.057,43.2525,3
263.929,2.1258,8.7855,0.0401,927.345,43.3861,3
266.004,2.1125,8.2959,0.0387,866.706,40.085,3
286.305,250.868,3.0945,2.7553,357.98,31.4074,4
273.396,311.766,6.7458,3.4043,749.979,42.8903,4
1.6128,275.301,0.1142,8.6437,959.98,46.0944,3
259.984,300.92,8.084,5.6034,845.227,47.989,4
274.502,260.292,5.0067,4.7167,523.118,35.2732,4
261.365,205.922,9.004,8.5387,938.627,44.2566,1
263.669,2.1254,8.9303,0.0368,931.12,43.471,3
261.561,207.85,9.2392,8.7286,960.359,41.6885,1
251.797,234.037,8.6497,8.1771,926.229,54.7845,2
1.6041,275.688,0.1058,8.7134,964.793,47.7301,3
1.6091,268.669,0.1069,8.8801,966.353,48.688,3
269.893,272.434,7.4409,7.2415,870.385,43.9789,0
268.203,283.022,7.111,6.282,786.931,45.6007,0
254.859,261.489,9.025,8.7183,946.791,49.2689,0
257.732,316.63,5.1496,2.9339,621.266,20.3006,4
254.012,196.5,8.7587,8.4339,917.512,52.6999,1
268.915,292.735,4.5057,0.9829,475.502,39.4732,4
1.6162,270.781,0.1157,8.5085,929.21,50.498,3
310.763,330.676,1.9834,0.1833,350.895,16.8369,4
261.254,204.906,9.0397,8.6542,945.23,44.7795,1
264.82,201.456,8.5315,8.3527,904.722,46.4031,1
266.716,243.205,9.035,8.6789,970.478,45.4657,2
258.848,268.805,7.7964,6.0466,802.442,46.1535,2
257.79,199.691,8.788,8.4338,915.112,47.2774,1
260.867,2.1281,8.3623,0.0412,861.297,42.0718,3
264.716,2.1132,8.3367,0.041,865.698,40.0819,3
262.105,204.461,8.9806,8.6,938.573,44.2369,1
328.933,263.581,0.1487,0.0461,149.452,0.2568,0
270.863,246.535,3.6486,3.4119,399.111,39.7611,4
254.319,196.91,8.744,8.4321,913.057,52.0023,1
262.358,199.981,8.5955,8.3824,907.025,46.2924,1
255.793,239.201,8.9515,8.3508,936.99,48.5867,2
272.182,273.572,4.8595,3.8742,514.497,40.6164,4
282.565,295.598,1.3604,1.238,185.488,31.1671,0
279.189,305.19,6.9817,5.1432,777.227,37.7906,4
267.354,288.333,6.9713,5.76,772.139,47.2322,4
261.003,272.607,8.6327,8.2036,895.419,43.8207,0
264.125,206.859,9.1494,8.7379,963.123,42.5426,1
319.264,314.358,1.8582,0.2933,315.413,17.8319,4
263.632,199.218,8.6137,8.4643,910.077,45.9748,1
265.722,204.511,8.5303,8.2548,893.379,43.7819,1
268.925,262.521,6.3716,6.1691,668.277,40.4965,0
283.111,286.381,7.9453,7.7986,892.818,30.8735,0
268.14,299.927,6.394,4.2927,662.118,37.4304,4
254.8,198.496,9.1013,8.7015,955.726,48.3031,1
251.412,2.1552,9.1222,0.0491,960.888,52.0609,3
262.167,197.517,8.6258,8.4993,913.768,47.8072,1
253.264,236.002,9.0817,8.5142,967.383,51.6896,2
266.782,253.951,6.5577,6.2468,685.089,40.1865,4
247.064,225.486,9.1378,8.6144,970.268,54.8914,2
253.661,240.999,8.3402,7.7015,853.163,51.2335,2
1.6208,271.339,0.1102,8.7798,961.506,48.1965,3
270.284,267.782,7.5689,7.5155,870.793,43.8147,0
266.433,248.176,9.3493,8.7793,991.198,38.1712,2
290.709,325.137,2.2658,0.216,369.818,19.466,4
264.27,249.166,5.4781,5.2063,567.795,45.1605,4
263.061,259.353,6.8791,6.6466,721.892,46.0798,0
283.218,289.54,3.989,2.2803,427.394,33.6394,4
267.088,203.873,9.0977,8.9286,964.33,42.1352,1
273.707,266.353,5.5054,5.279,659.769,41.664,0
266.371,2.108,8.2365,0.0409,863.315,40.9776,3
273.683,267.323,6.4787,6.2744,712.802,39.3936,0
262.374,205.034,8.6514,8.2595,896.822,44.6875,1
308.498,242.178,2.1228,2.3876,339.427,27.9885,4
269.608,269.092,7.3755,7.0157,774.643,38.7041,0
264.104,2.1469,8.8022,0.042,929.263,43.4071,3
1.6121,273.497,0.1076,8.8433,966.679,44.4111,3
264.713,2.1183,8.7508,0.0421,925.74,43.5448,3
258.534,199.215,8.7416,8.4327,908.444,46.2078,1
296.173,289.743,2.8121,0.7635,322.38,24.5754,4
256.594,200.262,8.8176,8.4207,911.107,46.3547,1
289.544,266.289,4.4213,4.2747,498.655,29.4006,4
256.484,2.1372,9.0271,0.0467,961.694,50.9756,3
257.674,199.421,8.9915,8.6586,956.319,49.3475,1
273.941,289.61,6.3308,5.1741,672.522,38.3628,4
264.271,2.1735,9.0495,0.0452,954.912,42.7289,3
263.738,203.52,9.2883,9.0341,990.04,44.4702,1
291.743,304.091,3.949,1.4203,433.705,26.9953,4
